Unnamed: 0,Tweet,Location,year,month,day,Sentiment
2188,فودافون وموبينيل ,"luxor,egypt",2022,3,30,neutral
2189,عاجل  عطل مفاجئ في شبكة فودافون ,"Cairo, Egypt",2022,3,30,negative
2190,اللي معاه خط فودافون  يشغل داتا السيستم واقع هيشتغل نت مفتوح معاك ببلاش,المنيا,2022,3,30,neutral
2191, ماله طب هو كلام مع فودافون حرام ههه,Egypt,2022,3,30,negative
2192,شركه اتصالات بس تحت بير السلم  آخر مره شحنت ب  جنيه قالولي اتسحبوا منك اشتراكات اونلاين  وبعد  ساعه خناقات ومرمطه رجعولي الفلوس وقالولي انها غلطتك بس رجعناها واتاري الشركه مفيش حمايه منها عالشريحه  و اي موقع انترنت ليه  كامل ع شريحتك وع رسايلك   فودافون,6 October ,2022,3,30,negative
2193, فودافون بس ,"Cairo, Egypt",2022,3,30,negative
2194, لا انا اتصالات شغالة عادي فودافون مش لاقطة اي مكالمة,Egypt,2022,3,30,neutral
2195,فودافون تتجاهل الرد على تعليقات عملائها بشأن انقطاع شبكتها  ,"Cairo, Egypt",2022,3,30,negative
2196,هي فودافون ماتت ولا ايه الشبكة وحشه من الصبح,"Cairo, Egypt",2022,3,30,negative
2197, دى حقيقه مش اشاعه لسه مكلمه فودافون قالولى بيظبطوا الشبكه علشان قبل رمضان  على اساس هاتبقى مش حصلت ,"Cairo, Egypt",2022,3,30,negative
2198,اي حد معاه خط فودافون يشغل بيانات الهاتف هيلاقي النت شغال حتي لو مش باقه أو من شبكه فودافون واقعه خدوا الي عليكوا ,"الشرقية, مصر",2022,3,30,negative
2199,شبكة فودافون دلوقتي ,Damanhour,2022,3,30,neutral
2200, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2201,حد عنده شبكه فودافون وقعت,المنصورة,2022,3,30,negative
2202,شبكة فودافون في ذمة الله,Mansoura,2022,3,30,negative
2203,شبكة فودافون دلوقت  ,"Alexandria, Egypt",2022,3,30,neutral
2204,أول رد من فودافون على انقطاع الخدمة عاجل  ,Egypt,2022,3,30,neutral
2205,عاجل  عطل فنى فى شبكة فودافون والشركة نعمل على إصلاحه ,Egypt,2022,3,30,negative
2206,شبكه فودافون بقالها ساعتين   ,Mansoura,2022,3,30,positive
2207,شبكة فودافون دلوقتي ,sohag,2022,3,30,neutral
2208,الحمد لله انامشفودافون,Egypt,2022,3,30,positive
2209,شبكة فودافون دلوقتي فودافون ,"Cairo, Egypt",2022,3,30,neutral
2210,سيستم فودافون واقع واي حد  حتى لو ممعوش نت خالص هيفتح ال   هتشتغل معاه عادي,Egypt,2022,3,30,negative
2211,عاجل  انقطاع شبكة فودافون في بعض المحافظات والشركة ترد للتفاصيل ,"Giza, Egypt",2022,3,30,neutral
2212,فودافون بتسوحنا يا جماعة ,"Luxor, Egypt",2022,3,30,negative
2213,ليه الناس بتلم ارقام ناس متعرفهاش لمجرد تكبرالواتس دانا بمسح ال اعرفهم ومبقناش نتكلم فودافون,الإسكندرية ,2022,3,30,negative
2214,يعاني سكان القاهرة الجديدة والشروق ومدينتي والرحاب وبدر والعاشر والعبور والمستقبل والسلام وعين شمس ومصر الجديدة من مشكلة في اتصالات شبكة فودافون هل تحلها الشركة وتعويض العملاء عن العطل او كالعادة تجاهل تام لمشاكل العملاء  ,"القاهرة, مصر",2022,3,30,negative
2215,شبكة فودافون مرهقة,"Suez, Egypt",2022,3,30,negative
2216,محتاجين  جيجا تعويض من فودافون  عن الشبكه اللي فصلت دي خسرت في البورصة  مليون جنيه,Mansoura / Cairo ,2022,3,30,negative
2217,فودافون تعتذر عن وجود عطل فني في خدماتها ,"Cairo, Egypt",2022,3,30,neutral
2218, فودافون ورجعت,مصر,2022,3,30,negative
2219, هو صح فى مشكلة فى فودافون النهارده اصلى عندى مشكلة من بدرى,"Cairo, Egypt",2022,3,30,negative
2220, شركة فودافون ترد عبر القاهرة  يواجه بعض عملاء الشركة مشكلة في الخدمات في بعض المناطق وذلك نتيجة لعطل فني خارج عن إرادتنا ويعمل حاليا مهندسو الشبكة على حل المشكلة في أقرب وقت  ,"Giza, Egypt",2022,3,30,neutral
2221,بعد شكاوى من المستخدمين على مواقع التواصل هل تواجه مشكلة في شبكة فودافون ,Egypt,2022,3,30,neutral
2222,عاجل عطل في شبكة فودافون على مستوى الجمهورية لمزيد من التفاصيل   مصرتايمز  ,dokki,2022,3,30,negative
2223,شبكة فودافون دلوقتي ,ميت غمر,2022,3,30,neutral
2224,شبكه فودافون دلواقتي ,mansoura,2022,3,30,neutral
2225,شبكة فودافون اللي كانت زي الزفت و كنا بنشتم فيهم راحت خالص ,"Cairo , Egypt",2022,3,30,negative
2226,اندهوا معايا على فودافون,"Cairo, Egypt",2022,3,30,negative
2227,الطرق دى زحمة دلوقتى تجنبوها   بيقولك  اشترك في خدمة بقولك لمعرفة حالة المرور لأهم الطرق والمحاور في القاهرة لعملاء فودافون للاشتراك دوس هنا  ,"Cairo, Egypt",2022,3,30,neutral
2228,هى فودافون واقعة ليه أمال أقوى شبكة في مصر إزاى,"Cairo, Egypt",2022,3,30,negative
2229,الانسان حاسس نفسه مقطوع عن العالم الخارجي مفيش نت ولا شبكة تليفون ولا حاجة فودافون,hurghada,2022,3,30,negative
2230, هو فى حاجه فى فودافون النهارده مش عارفه أعمل أى تليفون من الصبح,egypt,2022,3,30,negative
2231,المفروض فودافون تعمل اي واجب معانا بسبب اللي حصل مثلا خصم  قيمة الفاتوره مثلا ,Cairo ,2022,3,30,negative
2232,شبكة فودافون واقعة جلوبال يا جماعة,Mansoura,2022,3,30,negative
2233,فودافون ضايعه,"Suez, Egypt",2022,3,30,negative
2234,شبكه فودافون مالها يا جماعة ,"Cairo, Egypt",2022,3,30,negative
2235,و ادي كمان الجزار موبايله فودافون فنتعطل النهاردة ,Egypt,2022,3,30,negative
2236, مصر كلها فودافون واقعة فيها,Egypt,2022,3,30,negative
2237,  يعني لازم تحديث البيانات والشبكات في الوقت ده  أنامشقافلتليفوني أنافودافون,مصر,2022,3,30,neutral
2238, فودافون اقعة   شغلو  هتشتغل,"القاهرة, مصر",2022,3,30,negative
2239,الواحد مش عارف هيلاحقها من فودافون ولا المنتخب ولا ولاد الوسخه,Damanhour ,2022,3,30,negative
2240,شبكة فودافون دلوقت ,El-santa,2022,3,30,neutral
2241, انا كمان فودافون كذلك,Garden City . Cairo ,2022,3,30,positive
2242,كسم فودافون,Egypt,2022,3,30,negative
2243,رابطة الناس اللي شبكة فودافون بايظة معاهم نضم علي بعض كده  ,الإسكندرية ,2022,3,30,negative
2244,شبكة فودافون دلوقتي ,"Beni Suef, Egypt",2022,3,30,neutral
2245, هل فيه مشكلة في الشبكة ما حدش عارف يعمل اي مكالمة لا انا ولا اي حد خط فودافون,Egypt,2022,3,30,neutral
2246,فودافون اتوفت غالبا,"suez,egypt",2022,3,30,negative
2247,فودافون واقعة على مستوى الجمهورية ,"Beni Suef, Egypt",2022,3,30,negative
2248,ايه اللي بتعمله فودافون ده  الشبكة واقعة ولا موبايلي باظ,Minya,2022,3,30,negative
2249,هو اي حوار شبكة فودافون ده يجدعان,مصر,2022,3,30,neutral
2250,فودافون في ذمة الله,Mansoura,2022,3,30,negative
2251,فودافون واقعة فى مصر كلها شغل ال بس  ,Egypt,2022,3,30,negative
2252,شباب هو فبه مشكله ف شبكه فودافون ,mansoura,2022,3,30,negative
2253,عاجل شكاوى من انقطاع شبكة فودافون في بعض المناطق والشركة نعمل على حلها  ,"Cairo, Egypt",2022,3,30,neutral
2254,هي شبكه فودافون بايظه عند كله ولا انا بس,طنطا ,2022,3,30,negative
2255, واقعه قوووووي يعني جات علي شبكة فودافون هي أيام ومرار طافح وغلاء واحباط في الكورة ربنا يفرجها علينا ويهون,قنا مصر ,2022,3,30,negative
2256, حاجة جديدة شبكة فودافون واقعة ,"Cairo, Egypt",2022,3,30,negative
2257,لما اعرف من تويتر ان المشكله في شبكه فودافون مش ف التليفون بتاعي ,"Cairo, Egypt",2022,3,30,neutral
2258,الهي شركه فودافون تخسر فلوس قد حرقه الدم ال الشعب كله فيها دي,"Suez,Egypt",2022,3,30,negative
2259, فودافون واتصلات واقعين معايا,Diarb Negm,2022,3,30,negative
2260,تقريبا انا الوحيد ف مصر مش فارق معايا شبكه فودافون وقعت ولا لا كدا كدا محدش بيرن عليا  ,فلسطين ,2022,3,30,positive
2261,شبكه فودافون واقعه عند الكل,"Cairo, Egypt",2022,3,30,neutral
2262,فودافون ومشاكلها وخراب البيوت,"Alexandria , Egypt",2022,3,30,negative
2263,سقوط شبكة فودافون علي مستوى الجمهورية  ياترى العطل دا اخرته ايمته  فودافون   ,"القاهرة, مصر",2022,3,30,negative
2264,بتسجد سجدة شكر أن مش الموبايل السبب تتحرق فودافون ,cairo - Egypt,2022,3,30,negative
2265,هي شبكة فودافون فصله معايا انا بس وله مع الكل,ميت غمر,2022,3,30,negative
2266,ميتين ام فودافون شركه عره ,"Suez,Egypt",2022,3,30,negative
2267,  تمام يا دكتور  فى مشكلة فى فودافون  بس بدأت ترجع تانى من دقيقتين بالضبظ,"Cairo, Egypt",2022,3,30,negative
2268,شبكه فودافون مالها,mansoura,2022,3,30,neutral
2269, صح كده  وقعت من عندي انا كمان بس مش كل فودافون لان كان فيه ناس تانية شغالة لما سالت,Egypt,2022,3,30,negative
2270,اخواتنا ف اسكندريه يطمنونا هي شبكه فودافون واقعه ف كفر الدوار بس ولا ف كل انحاء المعموره,"Cairo, Egypt",2022,3,30,negative
2271,  فودافون اللي واقعة مش عارفه باقي الشبكات ايه نظامها,Egypt,2022,3,30,negative
2272,وأنا اللي كنت فاكر تليفوني باظ وكنت هرميه أتاري شبكة فودافون مابتجمعش     منورين  ,Egypt,2022,3,30,negative
2273,قولنا شبكة فودافون عندك واقعة ولا لأ ـــــــــــــــــــــــــ  ,"Giza, Egypt",2022,3,30,negative
2274,ميتين فودافون يا جدعان,Egypt,2022,3,30,negative
2275, بيقولو فودافون واقعة انا افتكرت موبيلي في مشكله ,Egypt,2022,3,30,negative
2276,هو دا شعار رمضان الجديد  محدش هيكلم حد في رمضان مع ڤودافون من سئ لاسوأ  ولا لعله خير  فودافون,Egypt,2022,3,30,positive
2277,فودافون واقعه ,Egypt,2022,3,30,negative
2278, ممكن نعمل خطوات لتنشيط الشبكة من خلال اختيار الشبكة بشكل يدوى من الاعدادات وبعدها نختار اى شبكة غير فودافون  ونرجع نختار فودافون تانى وبعدها هنقفل الموبايل و نشغله   ,"Cairo, Egypt",2022,3,30,neutral
2279, فودافون زفت الحقيقة,Egypt,2022,3,30,negative
2280,محدش يعرف شبكة فودافون فاصله ليه,"Luxor, Egypt",2022,3,30,negative
2281,هي شبكة فودافون واقعه في التجمع ,"Cairo, Egypt",2022,3,30,neutral
2282, فودافون عندي مش طبيعي الراوتر مش منور كله,القاهرة,2022,3,30,negative
2283,    ممكن فودافون تعمل تحديث للشبكة بإضافة الحمام الزاجل انا في العاشر من رمضان والشبكة عندي واقعة بحاول اكلم واحد في التجمع الأول لقيت شبكته واقعة حاولت اكلم واحد تاني في التجمع الخامس يوصل للي في التجمع الأول عشان يوصلي لقيت شبكته هو كمان واقعة,"Cairo, Egypt",2022,3,30,neutral
2284,فودافون دي شبكة بنت احبه والله,"El Sharkia, Egypt",2022,3,30,positive
2285,هي فودافون عملها حداد علي ماتش امبارح ولا اي دي وقفت الشبكه , ,2022,3,30,negative
2286,شبكة فودافون ماتت تقريبا في كل حتي,"El Monofia, Egypt",2022,3,30,negative
2287,هو في حاجه ف شبكه فودافون صح,Egypt,2022,3,30,negative
2288,فودافون الشبكه واقعه في مصر كلها انا افتكرت الفون بتاعي في مشكله  كنت هكسره  ,"القاهرة, مصر",2022,3,30,negative
2289,ايه اللى حصل فى فودافون دا الشبكه واقعه مكالمات,"Assuit , Egypt",2022,3,30,negative
2290,تخيل معايا ان شبكة لشركة ضخمة زي فودافون مصر تقع واقعة اللي هو انت مش هتعرف تعمل مكالمة ولا حد هيعرف يكلمك,"Cairo, Egypt",2022,3,30,negative
2291,شبكة فودافون ماتت تقريبا,"Cairo, Egypt",2022,3,30,negative
2292,تقريبا فودافون حزينة على خروج مصر,Egypt,2022,3,30,negative
2293, يظهر فودافون فيها مشكلة المكالمات مش بتوصل أنا في الدقي ومش عارف اكلم حد ممكن    على واتساب لو واصل على ,Egypt,2022,3,30,neutral
2294,شبكة فودافون وقعت,"Cairo, Egypt",2022,3,30,neutral
2295,فودافون واقعة تماما,Cairo,2022,3,30,negative
2296,تقريبا كدا شبكة فودافون وقعت ف مصر كلها ,Egypt ,2022,3,30,negative
2297,صباح الخير كسم فودافون,"Zagazig, Egypt",2022,3,30,negative
2298,فيه مشكله في شبكة فودافون عندي انا بس ولا كلنا كده  ,Cairo ,2022,3,30,negative
2299,شبكة فودافون وقعت فى زايد كلها ,"Sohag, Egypt",2022,3,30,negative
2300,مفيش منكم رجا والله  فودافون,Egypt,2022,3,30,negative
2301,فودافون مش شغالة  فودافون,Egypt,2022,3,30,negative
2302,شبكه فودافون واقعه ,"Cairo, Egypt",2022,3,30,neutral
2303,لاي حد فودافون الدلوقتي وعنده مشكلة النت شغال عادي لو عايز يبعت واتس او يكلم حد عالماسنجر,Egypt,2022,3,30,negative
2304,شبكه فودافون وقعت يا رجاله ,مصر,2022,3,30,negative
2305,فيه مشاكل في شبكة فودافون ولا أنا لوحدي ولا ايه  ,Benha,2022,3,30,negative
2306,فودافون واقعه تماما ايه اليوم ده يعني الكهرباء تتصلح الشبكه تقع,cairo-egypt,2022,3,30,negative
2307,فودافون اقوي شبكه في مصر واقعه ,"Cairo, Egypt",2022,3,30,positive
2308,شكلها مش فودافون بس,Egypt,2022,3,30,negative
2309, سقوط شبكة فودافون علي مستوي الجمهورية,"Cairo, Egypt",2022,3,30,negative
2310,شبكه فودافون ماتت باين وانا قاعده ع السلم عايزه استغيث بحد يجيبلي المفتاح ومش عارفه,El-mahalla,2022,3,30,negative
2311,فودافون مالها ,Egypt-Benha ,2022,3,30,negative
2312,هي شبكة فودافون فيها مشكلة  ولا انا اللي عندي المشكلة    ,هنا القاهرة,2022,3,30,negative
2313,فودافون ,"Cairo, Egypt",2022,3,30,neutral
2314,هو ايه سوء الخدمة ده  فودافون الشبكة ليها اكتر من ساعة واقعة  مش عارف اتواصل مع مدرسة ابني  ,Egypt,2022,3,30,negative
2315,هي فودافون فيها مشكله ولا عندي بس ,"Cairo, Egypt",2022,3,30,negative
2316,سيرفرات فودافون زمزقت هي كمان من الحر,"Qena, Egypt",2022,3,30,negative
2317,فودافون كانت واقعة ولسه واقعة عند ناس,Alexandria,2022,3,30,negative
2318,شبكة فودافون فيها حاجة,"Cairo, Egypt",2022,3,30,negative
2319,فودافون الشبكة واقعة,Giza,2022,3,30,negative
2320,  كانت واقعة عندي ولسه راجعة  جرب تعمل     واختار شبكة تانية وبعدين ارجع اختار فودافون,Alexandria,2022,3,30,negative
2321,بعد ما شبكة فودافون رجعت ,"Cairo, Egypt",2022,3,30,negative
2322, ياريت في اسرع وقت احنا شركه اصلا و بنشتغل كلنا ب خطوط فودافون ,"القاهرة, مصر",2022,3,30,positive
2323,اي الحورات بتاعت فودافون دي,"القاهرة, مصر",2022,3,30,negative
2324,حد فودافون الشبكة واقعه عنده,"Tanta, Egypt",2022,3,30,negative
2325,قعدت ربع ساعة فاكرة إن موبايلى بايظ وكل شوية  لحد ما اتأكدت أنه مش لوحدى  شبكة فودافون مالها ,Egypt,2022,3,30,negative
2326,  هى شبكة فودافون لية واقعة النهاردة من  ظهرا ارجو توضيح السبب,"Cairo, Egypt",2022,3,30,negative
2327,شبكة فودافون وقعت رسمي  طب ايه,cairo,2022,3,30,neutral
2328,لا و شكيت ف التليفون نفسه وبدأت ادور علي فروع تريدلاين ف محيط مصر الجديده الله يحرقك يا فودافون ,"Cairo, Egypt",2022,3,30,negative
2329,فودافون وزفت مش وقتك خالص تعلقي بجد ,mansoura,2022,3,30,positive
2330,مالها فودافون بقي يا شباب الشبكه بقالها نص ساعه في ذمة الله و فاتحه هوتسبوت من اورانج,"Cairo,Egypt",2022,3,30,negative
2331, كل اللي معايا ف الشغل فودافون وقعت عندهم فنفس الوقت,egypt,2022,3,30,negative
2332,فودافون واقعة,"Giza, Egypt",2022,3,30,negative
2333,وانا قاعد مستني شبكة فودافون ترجع ,"Cairo, Egypt",2022,3,30,negative
2334,ف نشكله ف شبكة فودافون ,"Qena, Egypt",2022,3,30,negative
2335,فودافون بتتعولق و الشبكة واقعة بقالها نص ساعة  منك لله يا رؤوف,"Cairo, Egypt",2022,3,30,positive
2336,فودافون مش واقعه عندي ,cairo,2022,3,30,negative
2337,شبكه فودافون فيها حاجه ولا ده عندى انا بس ,Egypt ,2022,3,30,neutral
2338,شبكة فودافون واقعه اقوى شبكه فى مصر فودافون,Hurghada,2022,3,30,positive
2339,هي شبكة فودافون واقعة عندي انا بس ولا ايه عشان الموبايل هيشتمني من كتر ما بعمله ,"Alexandria, Egypt",2022,3,30,negative
2340,فودافون ف ذمه الله ولسه راجعه بالسلامه الحمد لله ,"Cairo, Egypt",2022,3,30,negative
2341,فودافون واقعة  في كل حتة ,"Cairo, Egypt",2022,3,30,negative
2342,شبكة فودافون فى ذمة الله   مفيش شبكه,egypt,2022,3,30,negative
2343, ممكن توضيح اكتر مشكلة الشبكة بتواجهك في كل الأماكن و لا مكان محدد  و من امتى  والمشكلة في رقمك فقط ولا ارقام فودافون في نفس المكان    ,"Cairo, Egypt",2022,3,30,neutral
2344,هو شبكه فودافون كانت واقعه ولا عندي انا بس ,"Cairo, Egypt",2022,3,30,negative
2345,هو ايه اللي حصل في شبكة فودافون  حد يعرف حاجة  فودافون,"Cairo, EG",2022,3,30,neutral
2346,هو فودافون وقعت,"Cairo, Egypt",2022,3,30,neutral
2347,فودافون دي عظيمة  معايا خطين واحد عادي وواحد بيزنس الشبكة واقعة في العادي و شغالة في البيزنس لا تخرج قبل ان تكون سبحان الله,"Cairo, Egypt",2022,3,30,positive
2348,هو فيه مشكلة ف شبكة فودافون,"Giza, Egypt",2022,3,30,negative
2349,فودافون وقعا,"Cairo, Egypt",2022,3,30,negative
2350,هي شبكة فودافون فيها مشكلة ,Egypt,2022,3,30,negative
2351,فودافون وقعت ,"Cairo, Egypt",2022,3,30,neutral
2352,هو في مشكلة في شبكة فودافون ,"Giza, Egypt ",2022,3,30,negative
2353, فودافون ,cairo egypt,2022,3,30,neutral
2354,هيا فودافون مالها عاوز افهم ,Egypt,2022,3,30,negative
2355,فودافون خارج نطاق الخدمة ,Egypt,2022,3,30,negative
2356,شبكة فودافون فيها حاجة,"Alexandria, Egypt",2022,3,30,negative
2357,فودافون وقعت,"Cairo, Egypt",2022,3,30,neutral
2358,هي فودافون واقعة عندي انا بس ,Egypt,2022,3,30,negative
2359,هو فيه مشكلة عامة في فودافون,cairo - egypt,2022,3,30,negative
2360,فودافون ماتت ولا ايه ,"Cairo, Egypt",2022,3,30,negative
2361,شبكة فودافون فيها مشكلة,"Cairo, Egypt",2022,3,30,negative
2362,في حد عنده مشملة في شبكة فودافون اعتقد واقعه في مصر كلها,"Cairo, Egypt",2022,3,30,negative
2363,فودافون وقعت,"Alexandria, Egypt",2022,3,30,neutral
2364,هو في مشكلة في شبكة فودافون ولا ايه بالظبط وهل الكل عندة مشكلة ف ان الخط واقع عندة ,"Cairo, Egypt",2022,3,30,negative
2365,هي فودافون فيها مشكلة,"Qena, Egypt",2022,3,30,negative
2366, فودافون,"Cairo, Egypt",2022,3,30,neutral
2367,هي فودافون وقعت فودافون ,Egypt,2022,3,30,neutral
2368,هل في حد بيواجه مشكلة في  شبكة فودافون لأنها واقعة تماما بقالها  دقايق,Egypt,2022,3,30,negative
2369,شارك معانا دلوقت بسهم في تكية الإطعام وتقرب إلى الله بإفطار صائم  سعر سهم الإطعام      ج   تقدر تساهم بتبرعك عبر إرسال كلمة مشكاة أو  على رقم  بـ ج أو عن طريق حساب البنك   أو عبر فودافون كاش عن طريق  ," Nasr City, Cairo , Egypt",2022,3,30,neutral
2370,  ما فودافون مطلعة عيني في الباقة يا دكتور,"القاهرة, مصر",2022,3,30,negative
2371,شلل مروري على نفق الأزهر االقادم من صلاح سالم والمتجه لوسط البلد   بيقولك نفقالأزهر  اشترك في خدمة بقولك لمعرفة حالة المرور لأهم الطرق والمحاور في القاهرة لعملاء فودافون للاشتراك دوس هنا  ,"Cairo, Egypt",2022,3,30,neutral
2372, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2373,  بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2374, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2375, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2376, بعمل سيشن فون و كاميرا ب تحويل فودافون كاش الجديده,مصر,2022,3,30,neutral
2377, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2378, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2379, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2380, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2381, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2382, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2383, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2384, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2385, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2386, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2387, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,30,neutral
2388,الطرق دى زحمة دلوقتى تجنبوها   بيقولك  اشترك في خدمة بقولك لمعرفة حالة المرور لأهم الطرق والمحاور في القاهرة لعملاء فودافون للاشتراك دوس هنا  ,"Cairo, Egypt",2022,3,30,neutral
2389,حادثة  على كوبري اكتوبر عند رمسيس اتجاه التحرير تسبب شلل مروري  تجنبوه أفضل   بيقولك كوبريأكتوبر  اشترك في خدمة بقولك لمعرفة حالة المرور لأهم الطرق والمحاور في القاهرة لعملاء فودافون للاشتراك دوس هنا  ,"Cairo, Egypt",2022,3,30,negative
2390, معليش ان شاء الله بعد كدا مفيش فودافون ولا حاجة ع ابو الي يزعلك يخي ,Benha,2022,3,30,negative
2391, لا ثوانى بقى لو هى تبع فودافون ف ازاى احنا معندناش شبكة أصلا و دلوقتى من غير ما أكون مشغلة داتا ولا واى فاى كانت ظاهرة,"New Damietta,Egypt",2022,3,30,neutral
2392,متعتك عندي بتحويل فودافون كاش سكس فون و كاميرا,مصر,2022,3,30,negative
2393, ممكن نتشرف باتصالك على خدمة الدعم الفني على  من أي خط فودافون ب قرش للمكالمة كلها او  من اي خط تاني بنفس تعريفة الخط الأرضي لمساعدتك على مدار  ساعة,"Cairo, Egypt",2022,3,30,neutral
2394,ده انا هطلع حرقة الدم بتاعت الماتش كلها علي دماغكم يا فودافون الكلب,cairo Egypt ,2022,3,30,negative
2395,يلعن ابو شركة فودافون علي هيئة تنظيم الاتصالات اللي سايبهم كده من غير ضابط ولا رابط,cairo Egypt ,2022,3,29,negative
2396,عروض فودافون  الشهرية والأسبوعية واليومية لباقات الإنترنت والمكالمات   ,egypt cairo,2022,3,29,neutral
2397,اللي معاه شريحة فودافون مسجلة ب اسمه يتصل علي  بيديك جنيه من فودافون كاش بمناسبة شهر رمضان جربوها أنا جربتها وطلعت كدب,benha ,2022,3,29,neutral
2398,شركه فودافون هتجيبلي جلطه كل شويه يسرقوا مني جنيه وروبع رسوم فتح باقه من غير ما افتح اي داتا او اكون مشترك في اي باقات وكلمتهم  مرة ومفيش حل للمشكلة حد يعرف الغي الكلام دا ازاى ,"El Sharkia, Egypt",2022,3,29,negative
2399,  بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2400,  بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2401,  بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2402, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2403, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2404,والله محدش جبلنا الفقر غير اعلانات فودافون,"Luxor, Egypt",2022,3,29,negative
2405, بعمل سيشن فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2406, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2407,انا مش فاهم حاجه شحنت الباقة فودافون قالولي عايز تجدد  قلت ايوه قالولي مفيش رصيد استلف  استلفت  قالوا لسه استلفت تاني قالوا عليك  جنيه طب فين الباقة قالولي مفيش رصيد ,"القاهرة, مصر",2022,3,29,negative
2408, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2409, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2410, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2411, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2412, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2413, بعمل سيشن فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2414,          بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2415, بعمل سيشن فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2416, بعمل سكس فون و كاميرا ب تحويل فودافون كاش الجديده,مصر,2022,3,29,neutral
2417, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2418, بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2419,بعمل سكس فون و كاميرا ب تحويل فودافون كاش,مصر,2022,3,29,neutral
2420,   ما هي الشركة المحتكرة تبع الدولة وهي اللي بتتحكم في السعر لأن فودافون وأورانج بيستخدموا وصلاتها,Egypt,2022,3,29,neutral
2421, ظاهرة مع صاحبتى من فترة وخمننا ان  دى اختصار ل فودافون مثلا لكن مش عارفة الباقى بقى,"New Damietta,Egypt",2022,3,29,negative
2422,تقدر تتبرع بزكاتك وصدقاتك لبيت الزكاة والصدقات في كل البنوك المصرية من خلال رقم  للصدقات ورقم  للزكاة أو من خلال الاتصال  بالخط الساخن   وتقدر تتبرع وأنت في مكانك عن طريق  محفظة أورانج    أو فودافون كاش  وتقدر تتبرع أون لاين   ,Egypt,2022,3,29,neutral
2423,كفاية رسائل يا فودافون حرام عليكم بقى,"Cairo, Egypt",2022,3,29,negative
2424, او فودافون كاش ,cairo-egypt,2022,3,29,negative
2425,انا بعلن إفلاسي وقريب هبعتلكم رقم فودافون كاش استقبل التبرعات,Aswan Egypt,2022,3,29,negative
2426,الطرق دى زحمة دلوقتى تجنبوها   بيقولك  اشترك في خدمة بقولك لمعرفة حالة المرور لأهم الطرق والمحاور في القاهرة لعملاء فودافون للاشتراك دوس هنا  ,"Cairo, Egypt",2022,3,29,neutral
2427,يااأااا نجيبساويرس بك ما تشوف لنا شومبونجو دول يرجعوا الشبكه القديمه احنا حرفيا داخلين ع التليفون ابو قرص خلاص  انا فودافون   ,Egypt,2022,3,29,negative
